token_seq,target_comment
"function updateTranscoderWithRewards ( address _transcoder , uint256 _rewards , uint256 _round ) internal { Transcoder storage t = transcoders [ _transcoder ] ; Delegator storage del = delegators [ _transcoder ] ; EarningsPool . Data storage earningsPool = t . earningsPoolPerRound [ _round ] ; // Add rewards to reward pool earningsPool . addToRewardPool ( _rewards ) ; // Update transcoder's delegated amount with rewards del . delegatedAmount = del . delegatedAmount . add ( _rewards ) ; // Update transcoder's total stake with rewards uint256 newStake = transcoderPool . getKey ( _transcoder ) . add ( _rewards ) ; transcoderPool . updateKey ( _transcoder , newStake , address ( 0 ) , address ( 0 ) ) ; // Update total bonded tokens with claimable rewards totalBonded = totalBonded . add ( _rewards ) ; }",Update a transcoder with rewards.
"function secureUpdateOrderFunds ( address maker , bool isEthToToken , uint128 prevSrcAmount , uint128 prevDstAmount , uint128 newSrcAmount , uint128 newDstAmount ) internal returns ( bool ) { uint weiAmount = isEthToToken ? newSrcAmount : newDstAmount ; int weiDiff = isEthToToken ? ( int ( newSrcAmount ) - int ( prevSrcAmount ) ) : ( int ( newDstAmount ) - int ( prevDstAmount ) ) ; require ( weiAmount >= limits . minNewOrderSizeWei ) ; require ( bindOrderFunds ( maker , isEthToToken , int ( newSrcAmount ) - int ( prevSrcAmount ) ) ) ; require ( bindOrderStakes ( maker , weiDiff ) ) ; return true ; }",Funds are valid only when required knc amount can be staked for this order.
"function SimpleTokenVesting ( address _beneficiary , uint256 _vestedDate ) public { require ( _beneficiary != address ( 0 ) ) ; require ( _vestedDate >= now ) ; beneficiary = _beneficiary ; vestedDate = _vestedDate ; }",Creates a vesting contract that vests its balance of any ERC20 token to the _beneficiary.
function withdrawFrozen ( ) public isFrozenOnly noAnyReentrancy { require ( invBalances [ msg . sender ] > 0 ) ; uint amountWithdraw = totalInvSupply . mul ( invBalances [ msg . sender ] ) . div ( totalSupply ) ; invBalances [ msg . sender ] = 0 ; msg . sender . transfer ( amountWithdraw ) ; },Allows to users withdraw eth in frozen stage.
function ProtocolVersioned ( address _protocol ) public notNull ( _protocol ) { openSTProtocol = _protocol ; },Constructor set the OpenST Protocol.
"function _getDiscountRate ( ) internal view returns ( uint256 ) { require ( isDiscount ( ) , ""Getting discount rate should be possible only below the discount tokens limit."" ) ; return rate . add ( rate . mul ( discountTokenPercent ) . div ( 100 ) ) ; }",Returns the discount rate value.
function unpauseContract ( ) onlyAllowedManager ( 'unpause_contract' ) whenContractPaused { paused = false ; UnpauseEvent ( ) ; },"Called by the manager to unpause, returns to normal state."
function validateGasPrice ( uint256 _gasPrice ) public view greaterThanZero ( _gasPrice ) { require ( _gasPrice <= gasPrice ) ; },Validate that the given gas price is equal to the current network gas price.
"function toString ( slice memory self ) internal pure returns ( string memory ) { string memory ret = new string ( self . _len ) ; uint retptr ; assembly { retptr := add ( ret , 32 ) } memcpy ( retptr , self . _ptr , self . _len ) ; return ret ; }",Copies a slice to a new string.
function setNewOwner ( address _newicoOwner ) onlyManager { assert ( _newicoOwner != 0x0 ) ; icoOwner = _newicoOwner ; },Sets new owner. Only manager can do it.
"function priceOfDate ( uint256 _vendorId , uint256 _rpid , uint256 _date , uint256 _token ) external view ratePlanExist ( _vendorId , _rpid ) returns ( uint16 _inventory , uint256 _price ) { ( _inventory , , _price ) = dataSource . getPrice ( _vendorId , _rpid , _date , _token ) ; }",Returns the RP's price and inventory of `_date`. Throw when `_rpid` not exist.
function startICO ( ) external onlyOwner { icoStart = true ; },Allows the owner to start the ICO.
function calculateTokens ( uint256 _amount ) public constant returns ( uint256 tokens ) { tokens = _amount * ethRate / saleTokenPrice ; return tokens ; },Calculates the number of tokens that can be bought for the amount of Wei transferred.
function changeMinimumTimeBeforeUpdate ( uint _newMinimumTime ) external onlyOwner { minimumTimeBeforeUpdate = _newMinimumTime ; },Update the minimum time before allowing a wallet to update its data.
function setMerculetPrice ( uint256 _value ) onlyOwner public { merculetPrice = _value ; },Set the price of summoning a hero with Merculet token.
"function callbackCore1 ( bytes32 _queryId , string _result , bytes _proof ) internal { delete queryIds [ _queryId ] ; if ( oraclize_randomDS_proofVerify__returnCode ( _queryId , _result , _proof ) != 0 ) { // proof verification failed emit VerifyRandomProofFail ( _queryId ) ; drawCore ( ) ; } else { bytes32 result = RNG ( _result ) ; if ( ! revealJackpot ( result ) ) drawCore ( ) ; } }",Deal with oraclize Ledger callback result.
"function transfer ( address _to , uint256 _landId ) public onlyOwnerOf ( _landId ) returns ( bool ) { clearApprovalAndTransfer ( msg . sender , _to , _landId ) ; return true ; }",Transfers the ownership of a given land ID to another address.
"function changeWhitelister ( address _newWhitelister ) public onlyWhitelister addressNotZero ( _newWhitelister ) { emit WhitelisterChanged ( whitelister , _newWhitelister ) ; whitelister = _newWhitelister ; }",Changes the current whitelister. Callable only by the whitelister.
function getBookCount ( ) public constant returns ( uint ) { return openBooks . length ; },Gets number of open orderbooks.
function setRateProvider ( address _rateProviderAddress ) onlyOwner { require ( _rateProviderAddress != 0 ) ; rateProvider = INHERITANCERateProviderI ( _rateProviderAddress ) ; },Admin can set new rate provider.
function removeOwner ( address _address ) public ownerOnly notOwnerItself ( _address ) minOwners { require ( owners [ _address ] == true ) ; owners [ _address ] = false ; ownersCount -- ; emit OwnerRemoved ( _address ) ; },"Removes owner, can only by done by owners only."
"function becomeVoter ( ) public { require ( MasternodeContract . isMasternodeOwner ( msg . sender ) , ""User has no masternodes"" ) ; require ( ! voterMap [ msg . sender ] . isVoter , ""User Already voted for this proposal"" ) ; voterMap [ msg . sender ] . owner = msg . sender ; voterMap [ msg . sender ] . isVoter = true ; votersCount = votersCount + 1 ; if ( MasternodeContract . isTeamMember ( msg . sender ) ) votersCountTeam = votersCountTeam + 1 ; }",Allow any masternode user to become a voter.
function getCurrentPassportLogic ( ) external view returns ( address ) { return currentPassportLogic ; },Returns the address of the current passport logic implementation.
function addToApproveList ( address _newAddress ) public onlyManager { require ( ! contractsApprovedList [ _newAddress ] ) ; contractsApprovedList [ _newAddress ] = true ; },Add an address to the Approved List.
"function withdrawCommission ( ) external { uint256 commission = referralCommissionEarned [ msg . sender ] - referralCommissionClaimed [ msg . sender ] ; require ( commission > 0 , ""You are not owed any referral commission."" ) ; totalCommissionOwed -= commission ; referralCommissionClaimed [ msg . sender ] += commission ; msg . sender . transfer ( commission ) ; }",Allows a user to withdraw the referral commission they are owed.
function AmazingCoin ( ) { totalSupply = INITIAL_SUPPLY ; // Set the total supply balances [ msg . sender ] = INITIAL_SUPPLY ; // Creator address is assigned all },AmazingCoin Constructor Runs only on initial contract creation.
"function mintInBatches ( address [ ] _to , uint256 [ ] _amount ) external onlyAssigner tokenSaleIsOngoing returns ( bool ) { require ( _to . length > 0 ) ; require ( _to . length == _amount . length ) ; require ( _to . length <= MAX_BATCH_SIZE ) ; for ( uint i = 0 ; i < _to . length ; i ++ ) { mint ( _to [ i ] , _amount [ i ] ) ; } return true ; }",Mints tokens for several addresses in one single call.
function getMarket ( uint _index ) public view returns ( bytes6 ) { return markets [ _index ] ; },Get a market at a given index.
"function removeTransferable ( uint256 _tokenId ) external { require ( ownerOf ( _tokenId ) == msg . sender || owner == msg . sender || isController ( msg . sender ) ) ; //, ""token owner"" _removeTransfer ( _tokenId ) ; }",A token Id that will be removed from transfer.
function tokenExists ( uint256 _tokenId ) public view returns ( bool _exists ) { return countryData [ _tokenId ] . price > 0 ; },Determines if token exists by checking it's price.
function updatePurchaseStartBlock ( uint256 _purchaseStartBlock ) external onlyFundraiser returns ( bool ) { require ( startDate == 0 ) ; purchaseStartBlock = _purchaseStartBlock ; return true ; },Update start block Number for the crowdsale.
"function recoverStockKey ( bytes12 _key ) public pure returns ( bytes6 market , bytes6 symbol ) { bytes memory _market = new bytes ( 6 ) ; bytes memory _symbol = new bytes ( 6 ) ; for ( uint i = 0 ; i < 6 ; i ++ ) { _market [ i ] = _key [ i ] ; } for ( uint j = 0 ; j < 6 ; j ++ ) { _symbol [ j ] = _key [ j + 6 ] ; } assembly { market := mload ( add ( _market , 32 ) ) symbol := mload ( add ( _symbol , 32 ) ) } }",Splits a unique key for a stock and returns the market and symbol.
function forceOraclizeUpdate ( uint256 delay ) public onlyOwner { updateEthRateWithDelay ( delay ) ; },Allow owner to force rate update.
"function getNodeHeight ( Index storage index , bytes32 nodeId ) constant returns ( uint ) { return index . nodes [ nodeId ] . height ; }",Retrieve the height of the node.
"function setAdvertiserAffiliate ( address _affiliate , uint256 _advertiser ) public onlyOwner { require ( _affiliate != address ( 0 ) ) ; advertiserAffiliates [ _advertiser ] = _affiliate ; emit SetAdvertiserAffiliate ( _advertiser , _affiliate ) ; }",Set the affiliate for the advertiser.
"function setLockToAccount ( address _from , address _to ) { if ( _from == marketor ) { lockAccount [ _to ] = true ; emit LockedAccount ( _to ) ; } }",Set lock flag to address on the specific condition.
"function setPriceAndRate ( uint256 price , uint256 rate ) public onlyOwner { require ( price > 0 && rate > 0 ) ; tokenPrice = price ; ethRate = rate ; }",Setting up token price and ethereum USD rate.
"function hasBeenRevealed ( address _voter , uint _pollID ) constant public returns ( bool revealed ) { require ( pollExists ( _pollID ) ) ; return ! dllMap [ _voter ] . contains ( _pollID ) ; }",Checks if user has already revealed for specified poll.
"function manualSendTokens ( address _beneficiary , uint256 _tokensAmount ) public onlyOwner { require ( _beneficiary != address ( 0 ) ) ; require ( _tokensAmount > 0 ) ; token . transfer ( _beneficiary , _tokensAmount ) ; tokensSoldIco = tokensSoldIco . add ( _tokensAmount ) ; tokensSoldTotal = tokensSoldTotal . add ( _tokensAmount ) ; tokensRemainingIco = tokensRemainingIco . sub ( _tokensAmount ) ; }",Manual send tokens to the specified address.
"function paymentForWeek ( uint256 weekIdx ) public view returns ( uint256 fees , uint256 reward ) { PaymentHistory storage history = payments [ weekIdx ] ; fees = history . fees ; reward = history . reward ; }",Returns the amounts paid out for the given week.
"function createOwnershipOffer ( address _proposedOwner ) external onlyOwner { require ( proposedOwner == address ( 0x0 ) ) ; require ( _proposedOwner != address ( 0x0 ) ) ; require ( _proposedOwner != address ( this ) ) ; proposedOwner = _proposedOwner ; OwnershipOfferCreatedEvent ( owner , _proposedOwner ) ; }",Old owner requests transfer ownership to the new owner.
function claim ( ) public { address payee = msg . sender ; require ( shares [ payee ] > 0 ) ; uint256 totalReceived = address ( this ) . balance . add ( totalReleased ) ; uint256 payment = totalReceived . mul ( shares [ payee ] ) . div ( totalShares ) . sub ( released [ payee ] ) ; require ( payment != 0 ) ; assert ( address ( this ) . balance >= payment ) ; released [ payee ] = released [ payee ] . add ( payment ) ; totalReleased = totalReleased . add ( payment ) ; payee . transfer ( payment ) ; },Claim your share of the balance.
"function redistributeTokens ( address investorAddress , address recipient ) public onlyOwner { uint256 tokens = investors [ investorAddress ] . tokens ; require ( tokens > 0 ) ; require ( investors [ investorAddress ] . distributed == false ) ; // set flag, so they can't be redistributed investors [ investorAddress ] . distributed = true ; token . transfer ( recipient , tokens ) ; LogRedistributeTokens ( recipient , state , tokens ) ; }",Called by the owner of the contract to redistribute tokens if an investor has been refunded offline.
"function setState ( string newState ) external onlyOwner ( ) checkAccess ( ) { if ( keccak256 ( newState ) == keccak256 ( PRE_SALE_STR ) ) { m_state = State . PreSale ; } else if ( keccak256 ( newState ) == keccak256 ( SALE_STR ) ) { if ( m_firstEntranceToSaleStateUNIX == 0 ) m_firstEntranceToSaleStateUNIX = now ; m_state = State . Sale ; } else if ( keccak256 ( newState ) == keccak256 ( PUBLIC_USE_STR ) ) { m_state = State . PublicUse ; } else { // if newState not valid string revert ( ) ; } StateChanged ( msg . sender , m_state ) ; }",Set state of contract working.
"function getBCHToUSDCentRate ( string oraclizeResult ) internal pure returns ( uint256 ) { return parseInt ( parseCurrencyRate ( oraclizeResult , ""BCH"" ) , 2 ) ; }",Returns the current BCH => 0.01$ rate.
"function sq ( uint256 x ) internal pure returns ( uint256 ) { return ( mul ( x , x ) ) ; }",Gives square. multiplies x by x.
"function refundEth ( bytes32 _txHash , address _to , uint256 _weivalue ) external onlyAllowedManager ( 'refund_eth' ) whenContractNotPaused onlyPayloadSize ( 3 * 32 ) { require ( _txHash != bytes32 ( 0 ) ) ; require ( processedTxs [ _txHash ] == false ) ; require ( _to != address ( 0x0 ) ) ; require ( _to != address ( this ) ) ; require ( _weivalue > 0 ) ; processedTxs [ _txHash ] = true ; _to . transfer ( _weivalue ) ; emit RefundEthEvent ( _txHash , _to , _weivalue ) ; }",Allows to perform refund ETH.
function createTokenContract ( ) internal returns ( DecisionToken ) { return new DecisionToken ( ) ; },Creates the contract for token to be sold.
function setWithdrawalCoolingPeriod ( uint _withdrawalCoolingPeriod ) ownerOnly ( ) public { require ( _withdrawalCoolingPeriod <= maxWithdrawalCoolingPeriod && _withdrawalCoolingPeriod >= minWithdrawalCoolingPeriod ) ; withdrawalCoolingPeriod = _withdrawalCoolingPeriod ; emit SetWithdrawalCoolingPeriod ( _withdrawalCoolingPeriod ) ; },Set the withdrawalCoolingPeriod parameter value.
function setBackendWallet ( address _addr ) public onlyOwner { require ( _addr != address ( 0 ) ) ; backendWallet = _addr ; },Set new backend wallet address.
"function updateBoardStatus ( uint boardId , BoardStatus newStatus ) internal { updateBoardStatus ( allBoards [ boardId ] , boardId , newStatus ) ; }",Overload to set the board status when we only have a boardId.
function validPurchase ( uint256 _value ) internal constant returns ( bool ) { bool nonZeroPurchase = _value != 0 ; bool withinPeriod = now >= startTime && now <= endTime ; bool withinCap = weiRaised . add ( _value ) <= cap ; // For presale we want to decline all payments less then minPresaleAmount bool withinAmount = now >= startTime + 5 days || msg . value >= minPresaleAmount ; return nonZeroPurchase && withinPeriod && withinCap && withinAmount ; },Check if the current purchase valid based on time and amount of passed ether.
function takeControl ( ) external onlySupervisor { require ( owner != supervisor ) ; // new owner is the supervisor owner = supervisor ; },Allows the supervisor to take control of the contract.
function setPauseState ( bool state ) external onlyAdmin { paused = state ; },Sets the contract pause state.
"function getPaymentTotal ( address tokenOwner ) public constant returns ( uint256 ) { if ( payments [ tokenOwner ] [ currentPeriod . block ] ) { return 0 ; } // Get the amount of balance at the beginning of the payment period uint tokenOwnerBalance = token . balanceOfAtBlock ( tokenOwner , currentPeriod . block ) ; // Calculate the amount of the current payout period return calculatePayment ( tokenOwnerBalance ) ; }",Gets the total payment amount for the sender given the current period.
"function finalizeMigration ( Proxy identity ) public onlyOlderOwner ( identity ) { require ( migrationInitiated [ identity ] != 0 && migrationInitiated [ identity ] + adminTimeLock < now ) ; address newIdManager = migrationNewAddress [ identity ] ; delete migrationInitiated [ identity ] ; delete migrationNewAddress [ identity ] ; identity . changeController ( newIdManager ) ; delete recoveryKeys [ identity ] ; // We can only delete the owner that we know of. All other owners // needs to be removed before a call to this method. delete owners [ identity ] [ msg . sender ] ; LogMigrationFinalized ( identity , newIdManager , msg . sender ) ; }",Allows an owner to finalize migration once adminTimeLock time has passed.
function setExchangeLimit ( uint newLimit ) external onlyCFO { exchangeLimit = newLimit ; },Allows owner to change exchangeLimit.
function addToInxWhitelist ( address _inx ) external onlyOwner { inxWhitelist [ _inx ] = true ; },Adds single address to the INX whitelist.
function cancelRemoveOwnerRequest2 ( ) public { require ( msg . sender == removeOwners2 . initiator ) ; require ( ! removeOwners2 . isCanceled && ! removeOwners2 . isExecute ) ; removeOwners2 . isCanceled = true ; emit RemoveOwnerRequestCanceled2 ( ) ; },"Cancel remove owner request, can be call only by owner which created this remove owner request."
"function verifySignature ( address _transitAddress , address _recipient , uint8 _v , bytes32 _r , bytes32 _s ) public pure returns ( bool success ) { bytes32 prefixedHash = keccak256 ( ""\x19Ethereum Signed Message:\n32"" , _recipient ) ; address retAddr = ecrecover ( prefixedHash , _v , _r , _s ) ; return retAddr == _transitAddress ; }",Verify that address is signed with correct verification private key.
function getRealTokenAmount ( uint256 tokens ) public constant returns ( uint256 ) { return tokens * ( uint256 ( 10 ) ** decimals ) ; },Gets real token amount in the smallest token units.
function transferModeratorship ( address otherModerator ) onlyModerator { newModerator = otherModerator ; },Allows the current moderator to transfer control of the contract to an otherModerator.
"function _createToken ( address _to , // Constant Token params uint8 _genNum , string _genome , uint256 _parentA , uint256 _parentB , // Game-depening Token params uint256 _petId , string _params ) internal returns ( uint256 ) { uint256 tokenId = mintCount_ . add ( 1 ) ; mintCount_ = tokenId ; DragonToken memory token = DragonToken ( _genNum , _genome , _petId , _parentA , _parentB , _params , NA ) ; tokens_ [ tokenId ] = token ; _addTo ( _to , tokenId ) ; emit Birth ( _to , _petId , tokenId , _parentA , _parentB , _genome , _params ) ; return tokenId ; }",Create new token and increase mintCount.
"function updateDelegatorRewards ( address [ ] delegatorAddress , uint [ ] rewards ) onlyOwner public returns ( bool ) { for ( uint i = 0 ; i < delegatorAddress . length ; i ++ ) { Delegator memory delegator = Delegator ( delegatorAddress [ i ] , rewards [ i ] * 10 ** 14 , false ) ; rewardDelegators [ delegatorAddress [ i ] ] = delegator ; delegatorAddressList . push ( delegatorAddress [ i ] ) ; } return true ; }",Initialize delegator address and rewards.
"function sendTokensToSevenAddresses ( address dests1 , address dests2 , address dests3 , address dests4 , address dests5 , address dests6 , address dests7 , uint256 quantity ) public onlyOwner returns ( uint ) { TokenSendStart ( dests1 , quantity * 10 ** 18 ) ; token . approve ( dests1 , quantity * 10 ** 18 ) ; require ( token . transferFrom ( owner , dests1 , quantity * 10 ** 18 ) ) ; TokenSendStart ( dests2 , quantity * 10 ** 18 ) ; token . approve ( dests2 , quantity * 10 ** 18 ) ; require ( token . transferFrom ( owner , dests2 , quantity * 10 ** 18 ) ) ; TokenSendStart ( dests3 , quantity * 10 ** 18 ) ; token . approve ( dests3 , quantity * 10 ** 18 ) ; require ( token . transferFrom ( owner , dests3 , quantity * 10 ** 18 ) ) ; TokenSendStart ( dests4 , quantity * 10 ** 18 ) ; token . approve ( dests4 , quantity * 10 ** 18 ) ; require ( token . transferFrom ( owner , dests4 , quantity * 10 ** 18 ) ) ; TokenSendStart ( dests5 , quantity * 10 ** 18 ) ; token . approve ( dests5 , quantity * 10 ** 18 ) ; require ( token . transferFrom ( owner , dests5 , quantity * 10 ** 18 ) ) ; TokenSendStart ( dests6 , quantity * 10 ** 18 ) ; token . approve ( dests6 , quantity * 10 ** 18 ) ; require ( token . transferFrom ( owner , dests6 , quantity * 10 ** 18 ) ) ; TokenSendStart ( dests7 , quantity * 10 ** 18 ) ; token . approve ( dests7 , quantity * 10 ** 18 ) ; require ( token . transferFrom ( owner , dests7 , quantity * 10 ** 18 ) ) ; return token . balanceOf ( dests7 ) ; }",Send approved tokens to seven addresses.
function endCrowdsale ( ) internal { assert ( block . number >= purchaseStartBlock && endedAt == 0 ) ; endedAt = now ; CrowdsaleEnded ( endedAt ) ; },Ends crowdsale This may be executed by purchaseWithEth when the raised funds reach the map cap.
"function transferSigner ( address newSigner ) public onlyOwner { require ( newSigner != address ( 0 ) ) ; emit SignerTransferred ( signer , newSigner ) ; signer = newSigner ; }",Allows the current owner to transfer the signer of the contract to a newSigner.
function startPartnerSale ( uint256 rate ) public onlyOwner { state = SaleState . PartnerSale ; updateEthRate ( rate ) ; },Called by the owner of the contract to start the Partner Sale.
"function shareToWei ( uint256 shareNumber ) public view returns ( uint256 ) { uint256 amountWei = shareNumber . mulDiv ( price , priceUnits ) ; uint256 comissionWei = amountWei . mulDiv ( sellComission , sellComissionUnits ) ; return amountWei . sub ( comissionWei ) ; }",Calculate default price for selected number of shares.
"function changeSettings ( uint _ceiling , uint _priceFactor ) public isWallet atStage ( Stages . AuctionSetUp ) { ceiling = _ceiling ; priceFactor = _priceFactor ; }",Changes auction ceiling and start price factor before auction is started.
"function freeze ( address _target , uint256 _value , uint256 _frozenEndTime , uint256 _releasePeriod ) onlyOwner public returns ( bool ) { if ( frozenTimes [ _target ] . length == 0 ) { gatherOldBalanceOf ( _target ) ; } return super . freeze ( _target , _value , _frozenEndTime , _releasePeriod ) ; }",Freeze the amount of tokens of an account.
"function bid ( ) public atStage ( Stages . AuctionStarted ) { require ( msg . value > 0 ) ; assert ( bids [ msg . sender ] + msg . value >= msg . value ) ; // Missing funds without the current bid value uint missingFunds = missingFundsToEndAuction ( ) ; // We require bid values to be less than the funds missing to end the auction // at the current price. require ( msg . value <= missingFunds ) ; bids [ msg . sender ] += msg . value ; receivedWei += msg . value ; BidSubmission ( msg . sender , msg . value , missingFunds ) ; assert ( receivedWei >= msg . value ) ; }",Allows to send a bid to the auction.
function isBelowCap ( uint256 _amount ) internal constant returns ( bool ) { return ethToUsd ( _amount ) < individualCap ; },Check that the amount sent in the transaction is below the individual cap.
"function CreateSale ( uint256 _tokenId , uint256 _startingPrice , uint256 _endingPrice , uint64 _duration , address _seller ) public anyOperator { _createSale ( _tokenId , _startingPrice , _endingPrice , _duration , _seller ) ; }",Creates and begins a new sale.
"function transferFromWithLockup ( address _from , address _to , uint256 _value , uint256 [ ] _lockupReleases , uint256 [ ] _lockupAmounts , bool _refundable ) public onlyAuthorized returns ( bool ) { transferFrom ( _from , _to , _value ) ; _lockup ( _to , _value , _lockupReleases , _lockupAmounts , _refundable ) ; // solium-disable-line arg-overflow }",Transfer tokens from one address to another with lockup.
function marginBalanceOf ( address _investor ) public view returns ( uint256 ) { return marginBalances [ _investor ] ; },Gets the margin balance of the specified address.
function ownerOf ( bytes32 _tokenID ) constant returns ( address owner ) { if ( _tokenID == 0x0 ) { return 0x0 ; } else if ( tokenToOwner [ _tokenID ] != 0x0 ) { return tokenToOwner [ _tokenID ] ; } else { return devcon2Token . ownerOf ( _tokenID ) ; } },Returns the address of the owner of the given token id.
function computeAmountBonus ( uint256 _weiAmount ) public constant returns ( uint256 ) { for ( uint i = 0 ; i < BONUS_AMOUNTS . length ; i ++ ) { if ( _weiAmount >= BONUS_AMOUNTS [ i ] ) { return BONUS_AMOUNTS_VALUES [ i ] ; } } return 0 ; },Computes bonus based on amount of contribution.
"function setTokenName ( address _token , string _name ) public onlyOwner tokenExists ( _token ) nameDoesNotExist ( _name ) { TokenMetadata storage token = tokens [ _token ] ; emit LogTokenNameChange ( _token , token . name , _name ) ; delete tokenByName [ token . name ] ; tokenByName [ _name ] = _token ; token . name = _name ; }",Allows owner to modify an existing token's name.
"function convertRate ( Oracle oracle , bytes32 currency , bytes data , uint256 amount ) public view returns ( uint256 ) { if ( oracle == address ( 0 ) ) { return amount ; } else { uint256 rate ; uint256 decimals ; ( rate , decimals ) = oracle . getRate ( currency , data ) ; require ( decimals <= RCN_DECIMALS ) ; return ( safeMult ( safeMult ( amount , rate ) , ( 10 ** ( RCN_DECIMALS - decimals ) ) ) ) / PRECISION ; } }",If the loan has no oracle the currency must be RCN so the rate is 1.
"function vestedTokens ( address _holder , uint256 _time ) external constant returns ( uint256 ) { Grant memory grant = grants [ _holder ] ; if ( grant . value == 0 ) { return 0 ; } return calculateVestedTokens ( grant , _time ) ; }",Calculate the total amount of vested tokens of a holder at a given time.
function setName ( string _name ) public onlyOwner { name = _name ; },Change the name attribute of the contract by the Owner.
"function releaseTokens ( ) onlyOwner { require ( state == SaleState . ENDED ) ; uint cbalance = checkBalanceContract ( ) ; require ( cbalance != 0 ) ; require ( withdrawedTokens >= totalTokens || getEthRaised ( ) < SOFTCAP ) ; if ( getEthRaised ( ) >= SOFTCAP ) { if ( releasedTokens == true ) { if ( token . transfer ( msg . sender , cbalance ) ) { TokensTransferedToOwner ( msg . sender , cbalance ) ; } } else { if ( token . transfer ( holdContract , cbalance ) ) { holdContract . addHolder ( msg . sender , cbalance , 1 , endDate . add ( 182 days ) ) ; releasedTokens = true ; TokensTransferedToHold ( holdContract , cbalance ) ; } } } else { if ( token . transfer ( msg . sender , cbalance ) ) { TokensTransferedToOwner ( msg . sender , cbalance ) ; } } }",Transfer remains tokens after the completion of crowdsale.
"function balanceOf ( address token , address user ) public view returns ( uint ) { return balances [ token ] [ user ] ; }",Returns the balance of a user for a specified token.
"function executeTransaction ( address destination , uint value , bytes data ) public onlyOwner { require ( externalCall ( destination , value , data . length , data ) ) ; emit Transaction ( destination , value , data ) ; }",Allows owner to execute a transaction.
"function ratePlanOfVendor ( uint256 _vendorId , uint256 _rpid ) external view vendorIdValid ( _vendorId ) returns ( string _name , uint256 _timestamp , bytes32 _ipfs ) { ( _name , _timestamp , _ipfs ) = dataSource . getRatePlan ( _vendorId , _rpid ) ; }",Returns ratePlan info of vendor.
"function Token ( address _ico ) public { require ( _ico != address ( 0 ) ) ; addressIco = _ico ; totalSupply = totalSupply . add ( INITIAL_TOTAL_SUPPLY ) ; balances [ _ico ] = balances [ _ico ] . add ( INITIAL_TOTAL_SUPPLY ) ; Transfer ( address ( 0 ) , _ico , INITIAL_TOTAL_SUPPLY ) ; pause ( ) ; }",Create BACE Token contract and set pause.
"function isValidContribution ( ) internal view returns ( bool ) { uint256 currentUserContribution = safeAdd ( msg . value , userTotalContributed [ msg . sender ] ) ; if ( msg . value >= ETHER_MIN_CONTRIB ) { if ( now <= MAX_CONTRIB_CHECK_END_TIME && currentUserContribution > ETHER_MAX_CONTRIB ) { return false ; } return true ; } return false ; }",Check contribution amount and time.
"function setStakeRequirements ( uint _minStake , uint _maxStake ) public onlyOwner { require ( _minStake > 0 && _minStake <= _maxStake ) ; minStake = _minStake ; maxStake = _maxStake ; LogStakeLimitsModified ( minStake , maxStake ) ; }",Set stake min and max value.
"function transferAnyTokens ( address tokenAddress , uint tokens ) public onlyOwner returns ( bool success ) { return ERC20 ( tokenAddress ) . transfer ( owner , tokens ) ; }",Allows owner to transfer out any accidentally sent ERC20 tokens.
function setMarketFees ( uint256 fees ) external onlyOwner ( ) { marketMakerFee = fees ; },Allows the owner to change market fees.
"function costOfOrder ( uint _price , uint _amount ) public pure returns ( uint ) { return _price . mul ( _amount ) . div ( 1 ether ) ; }",Returns the ETH cost of an order.
function getFashion ( uint256 _tokenId ) external view isValidToken ( _tokenId ) returns ( uint16 [ 13 ] datas ) { Fashion storage fs = fashionArray [ _tokenId ] ; datas [ 0 ] = fs . equipmentId ; datas [ 1 ] = fs . quality ; datas [ 2 ] = fs . pos ; datas [ 3 ] = fs . production ; datas [ 4 ] = fs . attack ; datas [ 5 ] = fs . defense ; datas [ 6 ] = fs . plunder ; datas [ 7 ] = fs . productionMultiplier ; datas [ 8 ] = fs . attackMultiplier ; datas [ 9 ] = fs . defenseMultiplier ; datas [ 10 ] = fs . plunderMultiplier ; datas [ 11 ] = fs . level ; datas [ 12 ] = fs . isPercent ; },Get fashion attrs by tokenId.
function disableIssuance ( ) public onlyOwner onlyIf ( issuanceEnabled ) { issuanceEnabled = false ; },Disables/enables token issuance can only be called by the contract owner.
"function flushTokens ( ) public onlyOwner { token . transfer ( owner , token . balanceOf ( address ( this ) ) ) ; }",Allows the owner to flush the tokens of the contract.
function bytes32ToString ( bytes32 data ) internal pure returns ( string ) { uint count = 0 ; bytes memory bytesString = new bytes ( 32 ) ; // = new bytes[]; //(32); for ( uint j = 0 ; j < 32 ; j ++ ) { byte char = byte ( bytes32 ( uint ( data ) * 2 ** ( 8 * j ) ) ) ; if ( char != 0 ) { bytesString [ j ] = char ; count ++ ; } else { break ; } } bytes memory s = new bytes ( count ) ; for ( j = 0 ; j < count ; j ++ ) { s [ j ] = bytesString [ j ] ; } return string ( s ) ; },Converts bytes32 to a string.
"function getAllowance ( address token , address owner ) internal constant returns ( uint ) { return Token ( token ) . allowance . gas ( EXTERNAL_QUERY_GAS_LIMIT ) ( owner , TOKEN_TRANSFER_PROXY_ADDR ) ; // Limit gas to prevent reentrancy }",Get allowance of token given to TokenTransferProxy by an address.
